title,year,month,url,keyword
This Bears Loss Was Particularly Soul-Crushing. Let�s Count the Ways.,2019,01,https://www.nytimes.com/2019/01/07/sports/chicago-bears-cody-parkey-kick-upright.html,"Football, Chicago Bears, Philadelphia Eagles, Playoff Games"
"Review: For a Confident Debut, a Young Singer Turns to Schubert",2019,01,https://www.nytimes.com/2019/01/07/arts/music/benjamin-appl-park-avenue-armory-schubert.html,"Classical Music, Park Avenue Armory (Manhattan, NY), Schubert, Franz, Appl, Benjamin, Die Schone Mullerin (Musical Work)"
Pope Francis Appeals to Europe to Show �Solidarity� With Migrants,2019,01,https://www.nytimes.com/2019/01/07/world/europe/francis-nationalism-immigration.html,"Francis, Middle East and Africa Migrant Crisis, Refugees and Displaced Persons, Politics and Government, Speeches and Statements, League (Italian Political Party), Italy, Five Star Movement (Italy)"
"Where 518 Inmates Sleep in Space for 170, and Gangs Hold It Together",2019,01,https://www.nytimes.com/2019/01/07/world/asia/philippines-manila-jail-overcrowding.html,"Philippines, Prisons and Prisoners, Manila (Philippines), Duterte, Rodrigo, Human Rights and Human Rights Violations, Torture, your-feed-photojournalism, Drug Abuse and Traffic"
Helping Immigrants Find Their Path to Citizenship,2019,01,https://www.nytimes.com/2019/01/07/neediest-cases/helping-immigrants-find-their-path-to-citizenship.html,New York Times Neediest Cases Fund
"David Chase on �The Sopranos,� Trump and, Yes, That Ending",2019,01,https://www.nytimes.com/2019/01/07/arts/television/david-chase-sopranos-interview.html,"Television, Chase, David (1945- ), The Sopranos (TV Program), Home Box Office, Gandolfini, James"
Former Uber Driver Pleads Guilty to Killing 6 in Michigan Shooting Rampage,2019,01,https://www.nytimes.com/2019/01/07/us/uber-driver-murder-trial.html,"Murders, Attempted Murders and Homicides, Kalamazoo (Mich), Uber Technologies Inc, Dalton, Jason B"
21 Savage Repeats at No. 1 in a Sluggish Post-Holiday Week,2019,01,https://www.nytimes.com/2019/01/07/arts/music/21-savage-i-am-i-was-billboard-chart.html,"Pop and Rock Music, Rap and Hip-Hop, 21 Savage (Rapper), I Am > I Was (Album)"
It�s 2019. Want Some Self-Improvement? Invest in Adventure.,2019,01,https://www.nytimes.com/2019/01/07/your-money/2019-self-improvement-adventure.html,Personal Finances
These Whales Are Serenaders of the Seas. It�s Quite a Racket.,2019,01,https://www.nytimes.com/2019/01/07/science/whales-songs-acoustics.html,"Whales and Whaling, Animal Behavior, Research, Music, Proceedings of the Royal Society B (Journal), Royal Society Open Science (Journal), Science (Journal), ACOUSTICS, Oceans and Seas, Allen, Jenny (Scientist), Noad, Michael, Rekdahl, Melinda"
Trump Will Make Broad-Based Public Appeal for Border Wall,2019,01,https://www.nytimes.com/2019/01/07/us/politics/trump-address-border-visit.html,"Trump, Donald J, Sanders, Sarah Huckabee, Pelosi, Nancy, Shutdowns (Institutional), United States Politics and Government, Border Barriers"
Cyntoia Brown Is Granted Clemency After 15 Years in Prison,2019,01,https://www.nytimes.com/2019/01/07/us/cyntoia-brown-clemency-granted.html,"Brown, Cyntoia, Amnesties, Commutations and Pardons, Murders, Attempted Murders and Homicides, Probation and Parole, Allen, Johnny Michael (d 2004), Haslam, Bill, Nashville (Tenn)"
"A Cocktail Writer�s Life: The Pentagon by Day, a Barstool by Night ",2019,01,https://www.nytimes.com/2019/01/07/dining/drinks/cocktail-writer-philip-greene.html,"Cocktails and Mixed Drinks, Greene, Philip (Author), United States Defense and Military Forces, Writing and Writers, Bars and Nightclubs, United States Marine Corps, Washington (DC), A Drinkable Feast: A Cocktail Companion to 1920s Paris (Book)"
Dangerously Deep Sleep Is Contagious in �The Dreamers�,2019,01,https://www.nytimes.com/2019/01/07/books/review-dreamers-karen-thompson-walker.html,"Walker, Karen Thompson, Books and Literature, The Dreamers: A Novel (Book)"
"There Is a Free Lunch, After All. It�s at the Office. ",2019,01,https://www.nytimes.com/2019/01/07/dining/free-food-employees.html,"Employee Fringe Benefits, Food, Cafeterias, Snack Foods, Workplace Environment, Health Foods, Airbnb, AMAZON.COM INC, American Enterprise Institute for Public Policy Research, Ancestry.com, Apple Inc, BEN & JERRY'S HOMEMADE INC, Big Ass Fans, Dropbox Inc, Google Inc, Hinge (Mobile App), LinkedIn Corporation, Perkins Eastman, Thrillist.com, WeWork Companies Inc, Zappos"
"Review: A Tap Prodigy, Growing Up in Public",2019,01,https://www.nytimes.com/2019/01/07/arts/dance/review-caleb-teicher-conrad-tao-more-forever.html,"Dancing, Sand and Gravel, Music, Guggenheim, Solomon R, Museum, Tao, Conrad, Teicher, Caleb, More Forever (Dance)"
Poland Cracks Down on Escape Rooms After Deadly Fire,2019,01,https://www.nytimes.com/2019/01/07/world/europe/poland-escape-rooms-deadly-crackdown.html,"Escape Room (Game), Fires and Firefighters, Deaths (Fatalities), Koszalin (Poland), Poland, Regulation and Deregulation of Industry, Accidents and Safety"
What the Heck Is That?,2019,01,https://www.nytimes.com/2019/01/07/crosswords/what-the-heck-is-that-sabra.html,Crossword Puzzles
"Alexandria Ocasio-Cortez, Dancing",2019,01,https://www.nytimes.com/2019/01/07/opinion/letters/alexandria-ocasio-cortez-dancing-video.html,"Ocasio-Cortez, Alexandria, United States Politics and Government"
"North Korea�s Leader, Kim Jong-un, Arrives in China by Train",2019,01,https://www.nytimes.com/2019/01/07/world/asia/kim-jong-un-china-train.html,"Kim Jong-un, Nuclear Weapons, Trump, Donald J, North Korea, China, ARMS CONTROL AND LIMITATION AND DISARMAMENT, International Relations, United States International Relations"
Where Was Lady Gaga at the Golden Globes Parties?,2019,01,https://www.nytimes.com/2019/01/07/style/golden-globes-parties-lady-gaga.html,"Parties (Social), Golden Globes (Awards), InStyle (Magazine), Netflix Inc"
Could Immunotherapy Offer a Cure for Cancer?,2019,01,https://www.nytimes.com/2019/01/07/books/review/breakthrough-charles-graeber.html,"Books and Literature, Immunotherapy, Cancer, Allison, James P, Breakthrough (Book)"
"Leadership, Not Profanity",2019,01,https://www.nytimes.com/2019/01/07/opinion/letters/rashida-tlaib-profanity.html,"United States Politics and Government, Tlaib, Rashida, Trump, Donald J"
"A Wall and Two Prayers, but Little Progress at Weekend Meetings on the Shutdown",2019,01,https://www.nytimes.com/2019/01/07/us/politics/government-shutdown-meetings-congress.html,"United States Politics and Government, Shutdowns (Institutional), Immigration and Emigration, Kushner, Jared, Miller, Stephen (1985- ), Pelosi, Nancy, Pence, Mike"
"Hate, Hope and Healing at Under the Radar",2019,01,https://www.nytimes.com/2019/01/07/theater/under-the-radar-festival-public-theater.html,"Theater, Public Theater, Under the Radar Festival, [50/50] old school animation (Play), Mounsey, Julia, Weiss, Peter Mills, Rude Mechs, Hear Word! Naija Woman Talk True (Play), Fafunwa, Ifeoma, The Cold Record (Play), Lynn, Kirk, Shaw, Alexandra Bassiakou"
Cataclysmic Suffering Sprawls Through the Prototype Festival,2019,01,https://www.nytimes.com/2019/01/07/arts/music/prototype-festival-448-psychosis-prism-thistree.html,"Music, Opera, Huffman, Ted (Theater Director), Kane, Sarah, Venables, Philip, Wachner, Julian, 4.48 Psychosis (Opera), ThisTree (Musical Work), Prism (Opera), Reid, Ellen (Composer), Coloff, Leah, Perkins, Roxie"
"Bangkok, the Philippines, U.S. Shutdown: Your Tuesday Briefing",2019,01,https://www.nytimes.com/2019/01/07/briefing/bangkok-the-philippines-shutdown.html,
As the Battle Over the Wall Drags On,2019,01,https://www.nytimes.com/2019/01/07/opinion/letters/trump-wall-shutdown.html,"Trump, Donald J, Shutdowns (Institutional), United States Politics and Government, Republican Party"
Erdogan: Trump Is Right on Syria. Turkey Can Get the Job Done.,2019,01,https://www.nytimes.com/2019/01/07/opinion/erdogan-turkey-syria.html,"Islamic State in Iraq and Syria (ISIS), Syria, Turkey, Terrorism, United States Defense and Military Forces, Kurds, Democratic Union Party (Syria), Free Syrian Army, Trump, Donald J, Al Bab (Syria), Iraq, People's Protection Units (YPG)"
"I.R.S. Will Issue Tax Refunds During Shutdown, Trump Official Says",2019,01,https://www.nytimes.com/2019/01/07/us/politics/tax-return-refunds-government-shutdown.html,"Shutdowns (Institutional), United States Politics and Government, Federal Taxes (US), Rebates and Refunds, Taxation, Internal Revenue Service"
World Bank President Abruptly Resigns,2019,01,https://www.nytimes.com/2019/01/07/us/politics/jim-kim-world-bank-president.html,"Appointments and Executive Changes, United States Politics and Government, Foreign Aid, World Bank, Kim, Jim Yong, Trump, Donald J"
Review: �The Edge of Anarchy� Offers Lessons From the Gilded Age,2019,01,https://www.nytimes.com/2019/01/07/business/dealbook/review-the-edge-of-anarchy.html,"United States Economy, Productivity, United States Politics and Government, Labor and Jobs, Organized Labor, Railroads, Antitrust Laws and Competition Issues, Boycotts, Democratic Party, Cleveland, Grover, Darrow, Clarence, Greenspan, Alan, Trump, Donald J"
A Virus Even More Dangerous Than Zika to Pregnant Women ,2019,01,https://www.nytimes.com/2019/01/07/health/rift-valley-pregnancy-zika.html,"Zika Virus, Pregnancy and Childbirth, Epidemics, Science Advances (Journal), University of Pittsburgh, Saudi Arabia, AFRICA"
The Fleeting Magic of the F.A. Cup,2019,01,https://www.nytimes.com/2019/01/07/sports/fa-cup-third-round.html,"Soccer, English Football Assn, Football Association Cup (Soccer), Crystal Palace (Soccer Team)"
"When the Illness Is a Mystery, Patients Turn to These Detectives",2019,01,https://www.nytimes.com/2019/01/07/health/patients-medical-mysteries.html,"Undiagnosed Diseases Network, Tests (Medical), Genetics and Heredity, DNA (Deoxyribonucleic Acid), Research, Meningitis, Pain, National Human Genome Research Institute, National Institutes of Health, Stanford University"
Mick Mulvaney Has Two Jobs. He Has Been Discussing Another.,2019,01,https://www.nytimes.com/2019/01/07/us/politics/mulvaney-south-carolina-chief-staff.html,"Mulvaney, Mick, United States Politics and Government, Colleges and Universities, University of South Carolina, Trump, Donald J, Appointments and Executive Changes"
SoftBank Bets Big on WeWork. Again.,2019,01,https://www.nytimes.com/2019/01/07/business/softbank-wework.html,"Start-ups, SOFTBANK Corporation, Co-Working, WeWork Companies Inc, Son, Masayoshi, Venture Capital"
"From Goldman�s 1MDB Scandal to Bitcoin, Here�s a Look Ahead at 2019",2019,01,https://www.nytimes.com/2019/01/07/business/dealbook/goldman-1mdb-bitcoin.html,"United States Politics and Government, Securities and Commodities Violations, Regulation and Deregulation of Industry, Virtual Currency, Bribery and Kickbacks, Fines (Penalties), Bitcoin (Currency), Special Prosecutors (Independent Counsel), 1Malaysia Development Berhad (1MDB), Goldman Sachs Group Inc, House of Representatives, Justice Department, Republican Party, Securities and Exchange Commission, Malaysia"
"Sorry, Canada: Parity Reshapes the World Junior Championship",2019,01,https://www.nytimes.com/2019/01/07/sports/world-juniors-finland-usa-canada.html,"Hockey, Ice, USA Hockey, Canada, Finland"
How We Pick the 52 Places ,2019,01,https://www.nytimes.com/2019/01/07/travel/how-we-pick-the-52-places.html,"Travel and Vacations, New York Times, Global Warming"
Why the Golden Globes� Surprise Wins Aren�t So Surprising,2019,01,https://www.nytimes.com/2019/01/07/movies/golden-globes-surprises.html,"Movies, Golden Globes (Awards), Academy Awards (Oscars), Bohemian Rhapsody (Movie), Green Book (Movie), Black Panther (Movie), A Star Is Born (Movie)"
"Babs Simpson, Taste-Making Fashion Editor at Vogue, Is Dead at 105",2019,01,https://www.nytimes.com/2019/01/07/obituaries/babs-simpson-dead.html,"Simpson, Babs (1913-2019), Vogue, Fashion and Apparel, Magazines, Conde Nast Publications Inc, Deaths (Obituaries)"
"At GlobalFest, a World of Music, Costumes and Messages",2019,01,https://www.nytimes.com/2019/01/07/arts/globalfest-world-music-copacabana.html,"Music, Globalfest, Kiah, Amythyst, Misteriosa, Gata, Dutcher, Jeremy, Dakh Daughters (Music Group), Herrera, Magos, Bhattacharya, Debashish, 47Soul (Music Group)"
"At Hotels, Space That�s Like the Office, �but Cooler�",2019,01,https://www.nytimes.com/2019/01/07/business/hotels-co-working-areas.html,"Hotels and Travel Lodgings, Co-Working, Computers and the Internet, Business Travel, Office Supplies and Equipment, WeWork Companies Inc, Hilton Worldwide Holdings Inc, Marriott International Inc"
Two Marines and Navy Sailor Are Investigated in Contractor�s Death,2019,01,https://www.nytimes.com/2019/01/07/world/middleeast/us-contractor-killed-iraq.html,"United States Defense and Military Forces, Civilian Casualties, Ethics and Official Misconduct, Defense Department, Lockheed Martin Corporation, Iraq"
What We Saw at London Fashion Week Men�s,2019,01,https://www.nytimes.com/2019/01/07/fashion/london-fashion-week-mens.html,"Fashion and Apparel, Coats and Jackets, Men's Fashion Week, London Fashion Week, Fashion Shows, Beckham, David, Chalayan, Hussein, Crutchley, Edward, Green, Craig, Hodges, Liam, Raeburn, Christopher (1982- ), Jeffrey, Charles (Fashion Designer), Great Britain, London (England), your-feed-fashion"
Elizabeth Warren and Her Party of Ideas,2019,01,https://www.nytimes.com/2019/01/07/opinion/elizabeth-warren-policy.html,"United States Politics and Government, Presidential Election of 2020, Democratic Party, Republican Party, Warren, Elizabeth"
"Top Cancer Doctor, Forced Out Over Ties to Drug Makers, Joins Their Ranks",2019,01,https://www.nytimes.com/2019/01/07/health/baselga-sloan-kettering-astrazeneca.html,"Baselga, Jose, AstraZeneca PLC, Memorial Sloan-Kettering Cancer Center, Drugs (Pharmaceuticals), Conflicts of Interest, Cancer, Appointments and Executive Changes"
"Howell Begle, Defender of R&B Artists� Rights, Is Dead at 74",2019,01,https://www.nytimes.com/2019/01/07/obituaries/howell-begle-dead.html,"Begle, Howell E Jr, Music, Royalties, Rhythm and Blues Foundation, Atlantic Records, Brown, Ruth, Ertegun, Ahmet, Deaths (Obituaries)"
"Rosenda Monteros, Actress in �The Magnificent Seven,� Dies",2019,01,https://www.nytimes.com/2019/01/07/obituaries/rosenda-monteros-dead.html,"Monteros, Rosenda (1935-2018), Deaths (Obituaries), ACTORS AND ACTRESSES, The Magnificent Seven (Movie), Movies"
Gavin Newsom Takes Over as California Governor and Pledges Fight for Equality,2019,01,https://www.nytimes.com/2019/01/07/us/gavin-newsom-governor-california.html,"Newsom, Gavin, California, Inaugurations, Budgets and Budgeting, Brown, Edmund G Jr, Governors (US)"
Clemson Leaves No Doubt in National Championship Thrashing of Alabama,2019,01,https://www.nytimes.com/2019/01/07/sports/alabama-vs-clemson-national-championship.html,"College Football Playoff National Championship, Football (College), Bowl Games, University of Alabama, Clemson University"
"Shutdown, Golden Globes, Whales: Your Monday Evening Briefing",2019,01,https://www.nytimes.com/2019/01/07/briefing/shutdown-golden-globes-whales.html,
"For Some, the Shutdown Isn�t About Politics. It�s About Bills and Groceries.",2019,01,https://www.nytimes.com/2019/01/07/us/politics/on-politics-government-shutdown-contractors.html,"United States Politics and Government, Shutdowns (Institutional), Presidential Election of 2020, Warren, Elizabeth"
Supreme Court Won�t Intervene in Case of Kennedy Cousin Skakel,2019,01,https://www.nytimes.com/2019/01/07/nyregion/michael-skakel-case.html,"Skakel, Michael, Moxley, Martha, Decisions and Verdicts, Supreme Court (US), Kennedy, Ethel, Connecticut, Murders, Attempted Murders and Homicides"
"Sylvia Chase, Pioneering Television Newswoman, Is Dead at 80",2019,01,https://www.nytimes.com/2019/01/07/obituaries/sylvia-chase-dead.html,"Chase, Sylvia (1938-2019), News and News Media, Television, ABC News, Women and Girls, Deaths (Obituaries)"
How to Dodge a Market Dip That Threatens Your Retirement,2019,01,https://www.nytimes.com/2019/01/07/your-money/stock-market-retirement.html,"Retirement, Stocks and Bonds, Personal Finances, Social Security (US), Financial Planners, Income"
"Netanyahu, Feeling Heat, Grabs Spotlight to Assail �Witch Hunt� Investigation",2019,01,https://www.nytimes.com/2019/01/07/world/middleeast/netanyahu-israel-indict-speech.html,"Netanyahu, Benjamin, Israel, Bribery and Kickbacks, Speeches and Statements, Politics and Government, Likud Party (Israel)"
"National Emergency Powers and Trump�s Border Wall, Explained",2019,01,https://www.nytimes.com/2019/01/07/us/politics/trump-national-emergency.html,"War and Emergency Powers (US), Trump, Donald J, Border Barriers, Law and Legislation, Shutdowns (Institutional), United States Politics and Government, Immigration and Emigration, Presidents and Presidency (US), Disasters and Emergencies"
"Another Day, Another Exoplanet: NASA�s TESS Keeps Counting More",2019,01,https://www.nytimes.com/2019/01/07/science/exoplanets-tess-nasa.html,"Space and Astronomy, Stars and Galaxies, Extraterrestrial Life, Planets, Transiting Exoplanet Survey Satellite (Spacecraft), Telescopes and Observatories, Astrophysical Journal, Massachusetts Institute of Technology, National Aeronautics and Space Administration, Dragomir, Diana, Ricker, George R"
"�She Literally Never Stops.� CBS News, in Need of Fixing, Turns to Susan Zirinsky.",2019,01,https://www.nytimes.com/2019/01/07/business/media/cbs-news-susan-zirinsky.html,"Zirinsky, Susan, News and News Media, CBS News, CBS Evening News (TV Program), 60 MINUTES (TV PROGRAM), Television, Women and Girls, Appointments and Executive Changes, Rhodes, David (1973- )"
Washington�s New Power Structure,2019,01,https://www.nytimes.com/2019/01/07/opinion/senate-republicans-power.html,"Senate, Republican Party, United States Politics and Government, Midterm Elections (2018), Trump, Donald J, Schumer, Charles E, Pelosi, Nancy, McConnell, Mitch"
Broadway Actors to Refuse Development Work Over Profit-Sharing Impasse,2019,01,https://www.nytimes.com/2019/01/07/theater/broadway-actors-strike-over-profit-sharing-impasse.html,"Theater, Strikes, Organized Labor, ACTORS EQUITY ASSN, Broadway League"
American Companies Need Chinese Consumers,2019,01,https://www.nytimes.com/2019/01/07/opinion/apple-china.html,"International Trade and World Market, Smartphones, Consumer Behavior, Apple Inc, Huawei Technologies Co Ltd, China"
"As Supreme Court Shifts Under Trump, Cuomo Vows to Expand Abortion Rights",2019,01,https://www.nytimes.com/2019/01/07/nyregion/cuomo-abortion-roe-vs-wade.html,"ABORTION, Women's Rights, Law and Legislation, Roe v Wade (Supreme Court Decision), Democratic Party, Supreme Court (US), Cuomo, Andrew M, New York State, Clinton, Hillary Rodham, Trump, Donald J, State Legislatures"
Who Speaks for America?,2019,01,https://www.nytimes.com/2019/01/07/opinion/editorials/trump-syria.html,"Syria, Trump, Donald J, United States International Relations, Defense Department, European Union, United States Defense and Military Forces, Bolton, John R"
�It�s Just Too Much�: A Florida Town Grapples With a Shutdown After a Hurricane,2019,01,https://www.nytimes.com/2019/01/07/us/florida-government-shutdown-marianna.html,"Trump, Donald J, Marianna (Fla), Shutdowns (Institutional), Federal Bureau of Prisons, Prisons and Prisoners, Hurricane Michael (2018), Border Barriers, Government Employees"
Borderline Insanity,2019,01,https://www.nytimes.com/2019/01/07/opinion/editorials/trump-border-shutdown.html,"Trump, Donald J, Border Barriers, United States Politics and Government, Illegal Immigration, Shutdowns (Institutional), United States, Immigration Detention"
"Trump Says Predecessors Confessed Support for the Border Wall. Not True, They Say.",2019,01,https://www.nytimes.com/2019/01/07/us/politics/trump-carter-presidents-border-wall.html,"United States Politics and Government, Border Barriers, Carter, Jimmy, Clinton, Bill, Obama, Barack, Bush, George W"
Court Rejects Trump�s Cuts in Payments for Prescription Drugs,2019,01,https://www.nytimes.com/2019/01/07/us/politics/trump-medicare-drug-prices.html,"Drugs (Pharmaceuticals), United States Politics and Government, Hospitals, Prices (Fares, Fees and Rates), Medicare, Decisions and Verdicts, Health and Human Services Department, Trump, Donald J, Azar, Alex M II"
Is the Fix for the L-Train Apocalypse Too Good to Be True?,2019,01,https://www.nytimes.com/2019/01/07/nyregion/l-train-shutdown.html,"Subways, Transit Systems, Metropolitan Transportation Authority, Hakim, Veronique, Hoylman, Brad M, Byford, Andrew, East River (NYC), Brooklyn (NYC), Manhattan (NYC), New York City"
El Chapo Trial: How a Divorce Pushed One Man to a Career in the Sinaloa Drug Cartel,2019,01,https://www.nytimes.com/2019/01/07/nyregion/el-chapo-trial.html,"Drug Abuse and Traffic, Drug Cartels, Smuggling, Guzman Loera, Joaquin, Zambada Niebla, Vicente, Sinaloa (Mexico)"
"As Government Shutdown Persists, Americans Feel the Bite",2019,01,https://www.nytimes.com/2019/01/07/us/politics/govenment-shutdown-impact-effects.html,"United States Economy, Trump, Donald J, Shutdowns (Institutional), Federal Taxes (US), United States Politics and Government, Secret Service, Internal Revenue Service, Agriculture and Farming, Banking and Financial Institutions, AGRICULTURE DEPARTMENT, BUREAU OF ALCOHOL, TOBACCO, FIREARMS AND EXPLOSIVES, Commerce Department, Homeland Security Department, Securities and Exchange Commission, Government Employees"
Man Charged in Malibu Park Shootings That Killed One and Terrorized Region,2019,01,https://www.nytimes.com/2019/01/07/us/malibu-shootings.html,"Murders, Attempted Murders and Homicides"
"Iran Has Held U.S. Navy Veteran Since July, Family Says",2019,01,https://www.nytimes.com/2019/01/07/world/middleeast/iran-american-prisoner.html,"Iran, United States International Relations, United States, White, Michael R, Political Prisoners"
"Guatemala Expels U.N.-Backed Anti-Corruption Panel, Claiming Overreach",2019,01,https://www.nytimes.com/2019/01/07/world/americas/guatemala-corruption-commission-united-nations.html,"Guatemala, Corruption (Institutional), Guterres, Antonio, Morales, Jimmy (1969- ), Jovel, Sandra"
Rashida Tlaib Said Nothing Wrong,2019,01,https://www.nytimes.com/2019/01/07/opinion/rashida-tlaib-profanity.html,"United States Politics and Government, Indecency, Obscenity and Profanity, Tlaib, Rashida, Women and Girls, Impeachment, Democratic Party, House of Representatives, Cheney, Dick, Trump, Donald J, Presidential Election of 2020"
"After Years of Delays and No Execution Date in Sight, a Death Row Inmate Takes His Life",2019,01,https://www.nytimes.com/2019/01/07/us/scott-dozier-suicide-death-row-nevada.html,"Dozier, Scott Raymond, Capital Punishment, Suicides and Suicide Attempts, Nevada, Death Penalty Information Center, Prisons and Prisoners"
David Wright Joins Mets� Front Office,2019,01,https://www.nytimes.com/2019/01/07/sports/david-wright-mets.html,"Baseball, New York Mets, Wright, David, Wilpon, Jeff, Van Wagenen, Brodie"
Bolton Walked Back Syria Statement. His Disdain for Debate Helped Produce It.,2019,01,https://www.nytimes.com/2019/01/07/us/politics/bolton-trump-syria.html,"Bolton, John R, Syria, United States International Relations, United States Defense and Military Forces, United States Politics and Government, Islamic State in Iraq and Syria (ISIS), McMaster, H R, Trump, Donald J"
Carlos Ghosn Emerges to Say He Was �Wrongly Accused and Unfairly Detained�,2019,01,https://www.nytimes.com/2019/01/07/business/ghosn-nissan-court.html,"Ghosn, Carlos, Nissan Motor Co, Japan, Courts and the Judiciary, Automobiles, Kelly, Greg (Nissan Executive)"
Quotation of the Day: Is the New Fix for the L Train Apocalypse Too Good to Be True?,2019,01,https://www.nytimes.com/2019/01/07/todayspaper/quotation-of-the-day-is-the-new-fix-for-the-l-train-apocalypse-too-good-to-be-true.html,
What Trump�s Wall Really Looks Like,2019,01,https://www.nytimes.com/2019/01/07/opinion/trump-wall-shutdown.html,"Trump, Donald J, Shutdowns (Institutional), United States, International Relations"
Review: Marin Ireland Brings Down the Halfway House in �Blue Ridge�,2019,01,https://www.nytimes.com/2019/01/07/theater/blue-ridge-review-marin-ireland.html,"Theater, Atlantic Theater Co, Ireland, Marin, Magar, Taibi, Rosebrock, Abby, Blue Ridge (Play)"
Fed Nominee Nellie Liang Withdraws From Consideration,2019,01,https://www.nytimes.com/2019/01/07/us/politics/nellie-liang-fed-board.html,"United States Politics and Government, Banking and Financial Institutions, United States Economy, Federal Reserve System, Liang, Nellie, Powell, Jerome H, Trump, Donald J"
"Australian Jellyfish Swarm Stings Thousands, Forcing Beach Closings",2019,01,https://www.nytimes.com/2019/01/07/world/australia/australia-jellyfish.html,"Jellyfish, Australia, Beaches, Queensland (Australia)"
Weatherman Is Fired After Using Racial Slur in Naming Martin Luther King Jr.,2019,01,https://www.nytimes.com/2019/01/07/us/meteorologist-racist-mlk.html,"Television, Kappell, Jeremy, Blacks, Black People, Discrimination, Weather, Rochester (NY)"
Starting Point,2019,01,https://www.nytimes.com/2019/01/07/crosswords/daily-puzzle-2019-01-08.html,Crossword Puzzles
China�s Health Care Crisis,2019,01,https://www.nytimes.com/2019/01/07/world/asia/chinas-health-care-crisis.html,"Health Insurance and Managed Care, China, Politics and Government, World Health Organization, Cancer, Income Inequality, Far East, South and Southeast Asia and Pacific Areas"
C.E.O. Resigns Over Case of Woman in Vegetative State Who Gave Birth After Sexual Assault,2019,01,https://www.nytimes.com/2019/01/07/us/woman-pregnant-vegetative-patient-birth-resign.html,"Abuse of the Disabled, Health Insurance and Managed Care, Sex Crimes, Hacienda HealthCare, ARIZONA, Phoenix (Ariz)"
"Shutdown, Escape Rooms, Kim Jong-un: Your Tuesday Briefing",2019,01,https://www.nytimes.com/2019/01/07/briefing/shutdown-escape-rooms-kim-jong-un-your-tuesday-briefing.html,
"Corrections: January 8, 2019",2019,01,https://www.nytimes.com/2019/01/08/pageoneplus/corrections-january-8-2019.html,
What�s on TV Tuesday: �Good Trouble� and �Project Blue Book�,2019,01,https://www.nytimes.com/2019/01/08/arts/television/whats-on-tv-tuesday-good-trouble-and-project-blue-book.html,"Movies, Television"
On Politics: Americans Feel Shutdown�s Bite,2019,01,https://www.nytimes.com/2019/01/08/us/politics/on-politics-government-shutdown-impact.html,United States Politics and Government
"Oil Tanker Catches Fire in Hong Kong, Killing One and Leaving Two Missing",2019,01,https://www.nytimes.com/2019/01/08/world/asia/hong-kong-oil-tanker-fire.html,"Accidents and Safety, Hong Kong, Fires and Firefighters"
Word + Quiz: na�vet�,2019,01,https://www.nytimes.com/2019/01/08/learning/08WODLN.html,
The Science of Exploding Lava,2019,01,https://www.nytimes.com/video/science/100000006275847/the-science-of-exploding-lava.html,"Volcanoes, Geology, Natural Gas"
Watch Scientists Brew Their Own Lava,2019,01,https://www.nytimes.com/2019/01/08/science/volcanos-explosions-lava.html,"Volcanoes, Water, Rock and Stone, State University of New York at Buffalo, Sonder, Ingo, Valentine, Greg A"
Hands-On Parenting,2019,01,https://www.nytimes.com/2019/01/08/learning/hands-on-parenting.html,
"No Tuition, but You Pay a Percentage of Your Income (if You Find a Job) ",2019,01,https://www.nytimes.com/2019/01/08/business/dealbook/education-student-loans-lambda-schools.html,"Student Loans, Lambda Inc, Financial Aid (Education), Labor and Jobs, Colleges and Universities, Venture Capital, Y Combinator"
�I Love My Skin!� Why Black Parents Are Turning to Afrocentric Schools ,2019,01,https://www.nytimes.com/2019/01/08/nyregion/afrocentric-schools-segregation-brooklyn.html,"Blacks, Black People, Education (K-12), Race and Ethnicity, Equal Educational Opportunities, Private and Sectarian Schools, Children and Childhood, Parenting, Teachers and School Employees, Eagle Academy for Young Men (Bronx, NY), Carranza, Richard A, de Blasio, Bill, Bedford-Stuyvesant (Brooklyn, NY), Brooklyn (NYC), Little Sun People (Brooklyn, NY, Pre-School), your-feed-photojournalism"
"Graciela Iturbide�s Photos of Mexico Make �Visible What, to Many, Is Invisible�",2019,01,https://www.nytimes.com/2019/01/08/lens/graciela-iturbide-mexico-photos.html,"Photography, Mexico, Oaxaca (Mexico), Art, Museum of Fine Arts (Boston)"
Learning With: �Heroin Addiction Explained: How Opioids Hijack the Brain�,2019,01,https://www.nytimes.com/2019/01/08/learning/learning-with-heroin-addiction-explained-how-opioids-hijack-the-brain.html,
Colbert Counts the Days of the Government Shutdown,2019,01,https://www.nytimes.com/2019/01/08/arts/television/stephen-colbert-trump-shutdown.html,"Colbert, Stephen, Fallon, Jimmy, Kimmel, Jimmy, Late Show with Stephen Colbert (TV Program), Meyers, Seth, Noah, Trevor (1984- ), Trump, Donald J, The Daily Show with Trevor Noah (TV Program)"
Letter of Recommendation: Balding,2019,01,https://www.nytimes.com/2019/01/08/magazine/letter-of-recommendation-balding.html,"Hair, Baldness, Sex"
"Mary Boone, Art Dealer, Cites Early Trauma in Bid to Avoid Prison",2019,01,https://www.nytimes.com/2019/01/08/arts/design/mary-boone-art-dealer-cites-early-trauma-in-bid-to-avoid-prison.html,"Art, Prisons and Prisoners, Tax Evasion, Mental Health and Disorders, Ai Weiwei, Boone, Mary (1951- ), Hellerstein, Alvin K, Manhattan (NYC)"
